sor_id;navn;type;sygehus;shak;vej;postnr;by;region
610401000016003;Intensiv;Afsnit;Hospitalsenhed Midt;;Banevejen 7C;8800;Viborg;Midtjylland
610421000016005;Hjerteafsnit;Afsnit;Hospitalsenhed Midt;;Banevejen 7C;8800;Viborg;Midtjylland
610431000016007;Hospitalsvisitation;Afsnit;Hospitalsenhed Midt;;Heibergs Alle 4;8800;Viborg;Midtjylland
610451000016002;Operation;Afsnit;Hospitalsenhed Midt;;Falkevej 1A;8600;Silkeborg;Midtjylland
610461000016004;Opvågning;Afsnit;Hospitalsenhed Midt;;Falkevej 1A;8600;Silkeborg;Midtjylland
610471000016009;Neurointensiv Rehabilitering – RSI;Afsnit;Hospitalsenhed Midt;;Falkevej 3;8600;Silkeborg;Midtjylland
610481000016006;Dagkirurgisk Afsnit;Afsnit;Hospitalsenhed Midt;;Falkevej 1A;8600;Silkeborg;Midtjylland
610491000016008;Bedøvelsesklinik;Afsnit;Hospitalsenhed Midt;;Falkevej 1A;8600;Silkeborg;Midtjylland
610501000016004;Neurocenter Sengeafsnit 5;Afsnit;Hospitalsenhed Midt;;Voldbyvej 15;8450;Hammel;Midtjylland
610511000016002;Neurocenter Sengeafsnit 1;Afsnit;Hospitalsenhed Midt;;Voldbyvej 15;8450;Hammel;Midtjylland
610521000016006;Neurocenter Sengeafsnit 2;Afsnit;Hospitalsenhed Midt;;Voldbyvej 15;8450;Hammel;Midtjylland
610531000016008;Neurocenter Sengeafsnit 3;Afsnit;Hospitalsenhed Midt;;Voldbyvej 15;8450;Hammel;Midtjylland
610551000016003;Neurocenter Sengeafsnit 10;Afsnit;Hospitalsenhed Midt;;Voldbyvej 15;8450;Hammel;Midtjylland
610571000016005;Neurocenter Sengeafsnit 11;Afsnit;Hospitalsenhed Midt;;Voldbyvej 15;8450;Hammel;Midtjylland
610591000016009;Neurocenter Børn og Unge Sengeafsnit 6;Afsnit;Hospitalsenhed Midt;;Voldbyvej 15;8450;Hammel;Midtjylland
610611000016003;Neurocenter Sengeafsnit 12;Afsnit;Hospitalsenhed Midt;;Voldbyvej 15;8450;Hammel;Midtjylland
610621000016007;Neurocenter Sengeafsnit 13;Afsnit;Hospitalsenhed Midt;;Voldbyvej 15;8450;Hammel;Midtjylland
610781000016002;Kardiologisk Pace-Amb., ROS;Afsnit;Region Sjællands Sygehusvæsen;;Sygehusvej 10;4000;Roskilde;Sjælland
610791000016000;Kirurgisk Amb. 2, KOE;Afsnit;Region Sjællands Sygehusvæsen;;Lykkebækvej 1;4600;Køge;Sjælland
611031000016007;Thy Urologisk Flowklinik;Afsnit;Aalborg Universitetshospital, Thisted;;Højtoftevej 2;7700;Thisted;Nordjylland
611941000016001;Klinisk Biokemisk Afdeling, RHEL;Afdeling;Bispebjerg og Frederiksberg Hospital;1309142;Vester Farimagsgade 3;1606;København V;Hovedstaden
612711000016006;Forbedringsafdelingen FA9;Afdeling;Rigshospitalet;1301869;Blegdamsvej 9;2100;København Ø;Hovedstaden
612721000016002;Socialsygeplejerske afsnit 1131FA9;Afsnit;Rigshospitalet;;Esther Møllers Vej 1;2100;København Ø;Hovedstaden
613391000016009;Klinisk Biokemisk Afsnit, AMH;Afsnit;Amager og Hvidovre Hospital;;Italiensvej 1;2300;København S;Hovedstaden
613401000016007;Socialrådgiver, AMH;Afsnit;Amager og Hvidovre Hospital;;Italiensvej 1;2300;København S;Hovedstaden
613921000016005;Klinisk Biokemisk Afsnit, KBABY;Afsnit;Bispebjerg og Frederiksberg Hospital;;Vester Farimagsgade 3;1606;København V;Hovedstaden
614011000016003;Børn og Unge Afsnit;Afsnit;Hospitalsenhed Midt;;Banevejen 7C;8800;Viborg;Midtjylland
614021000016007;Afsnit for Syge Nyfødte og Tidligt Fødte;Afsnit;Hospitalsenhed Midt;;Banevejen 7C;8800;Viborg;Midtjylland
614031000016009;Forældre-Barn Afsnit;Afsnit;Hospitalsenhed Midt;;Banevejen 7C;8800;Viborg;Midtjylland
614041000016002;Børn og Unge Klinik;Afsnit;Hospitalsenhed Midt;;Banevejen 7C;8800;Viborg;Midtjylland
614051000016004;Klinik for Nyfødte;Afsnit;Hospitalsenhed Midt;;Banevejen 7C;8800;Viborg;Midtjylland
614071000016006;Børn og Unge Dagklinik;Afsnit;Hospitalsenhed Midt;;Banevejen 7C;8800;Viborg;Midtjylland
614081000016008;Medicinsk overafd., M GLO;Overafdeling;Rigshospitalet;130185;Valdemar Hansens Vej 13;2600;Glostrup;Hovedstaden
614391000016007;Akutklinikken GLO;Afdeling;Rigshospitalet;130185X;Valdemar Hansens Vej 13;2600;Glostrup;Hovedstaden
614421000016003;1813 GLO Behandlerspor;Afsnit;Rigshospitalet;;Valdemar Hansens Vej 11;2600;Glostrup;Hovedstaden
614501000016009;MR-afsnit;Afsnit;Amager og Hvidovre Hospital;;Kettegård Alle 36;2650;Hvidovre;Hovedstaden
614741000016000;Kl. fysiologi og nuklearmedicin;Afsnit;Amager og Hvidovre Hospital;;Kettegård Alle 36;2650;Hvidovre;Hovedstaden
614961000016002;Falck Syd;præhospitalsenhed;Præhospital Syd;;Caspar Müllers Gade 2;6000;Kolding;Syddanmark
615381000016006;Sundhedsfremme og forebyggelse, Lejre Kommune;sundhedscenter;Velfærd og Omsorg, Lejre;;Møllebjergvej 4;4330;Hvalsø;Sjælland
615461000016005;Geriatrisk Amb., NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61A;4700;Næstved;Sjælland
615941000016004;OUH FødeAfsnit (Svendborg);Afsnit;Odense Universitetshospital - Svendborg;;Baagøes Alle 15;5700;Svendborg;Syddanmark
615951000016001;Akutlægehelikoptere;præhospitalsenhed;Præhospitalet;6610010;Olof Palmes Alle 34;8200;Aarhus N;Midtjylland
615961000016003;AMK-vagtcentralen;præhospitalsenhed;Præhospitalet;6610020;Olof Palmes Alle 34;8200;Aarhus N;Midtjylland
615981000016005;ROS Klinisk Genetik - Overafdeling;Overafdeling;Region Sjællands Sygehusvæsen;3800B1;Sygehusvej 18A;4000;Roskilde;Sjælland
616221000016007;SLB Barselklinik (Kolding);Afsnit;Sygehus Lillebælt;;Sygehusvej 24;6000;Kolding;Syddanmark
616291000016005;Kirurgisk gastroenterologisk sengeafsnit elektiv 2;Afsnit;Amager og Hvidovre Hospital;;Kettegård Alle 36;2650;Hvidovre;Hovedstaden
616451000016000;SHS Hjerne- og Nervesygdomme Dagafsnit (Aabenraa);Afsnit;Sygehus Sønderjylland;;Kresten Philipsens Vej 15;6200;Aabenraa;Syddanmark
616511000016000;Øjenklinikken ambulatorium 7066Ø9;Afsnit;Rigshospitalet;;Inge Lehmanns Vej 7;2100;København Ø;Hovedstaden
616621000016005;Respirationscenter Vest Klinik;Afsnit;Aarhus Universitetshospital;;Palle Juul-Jensens Boulevard 87;8200;Aarhus N;Midtjylland
616631000016007;Respirationsteam Vest;Afsnit;Aarhus Universitetshospital;;Palle Juul-Jensens Boulevard 99;8200;Aarhus N;Midtjylland
616711000016005;Børne- og Ungemodtagelse, klinik 1;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 101;2730;Herlev;Hovedstaden
616731000016004;Nørmark Privathospital - Ishøj, kir. gastroent. beh.afsnit;Afdeling;Nørmark Privathospital;1556011;Baldersbækvej 5;2635;Ishøj;Hovedstaden
617281000016006;ROS Klinisk Genetisk Amb.;Afdeling;Region Sjællands Sygehusvæsen;3800B1D;Sygehusvej 18A;4000;Roskilde;Sjælland
617451000016003;Vejle Rygklinik;genoptræningsenhed;Vejle Rygklinik;;Havnegade 30;7100;Vejle;Syddanmark
617531000016009;SLB Korttidsbarsel (Kolding);Afsnit;Sygehus Lillebælt;;Sygehusvej 24;6000;Kolding;Syddanmark
617541000016002;Klinisk Genetisk Amb., ROS;Afsnit;Region Sjællands Sygehusvæsen;;Sygehusvej 18A;4000;Roskilde;Sjælland
617561000016001;Pæd. Amb., Psykolog, SLA;Afsnit;Region Sjællands Sygehusvæsen;;Fælledvej 2C;4200;Slagelse;Sjælland
617571000016006;Med. Amb. 100A, NFS;Afsnit;Region Sjællands Sygehusvæsen;;Fjordvej 15;4800;Nykøbing F;Sjælland
617581000016008;Med. Amb. 130A, NFS;Afsnit;Region Sjællands Sygehusvæsen;;Fjordvej 15;4800;Nykøbing F;Sjælland
617591000016005;Med. Amb. 200A, NFS;Afsnit;Region Sjællands Sygehusvæsen;;Fjordvej 15;4800;Nykøbing F;Sjælland
617601000016001;Med. Amb. 230A, NFS;Afsnit;Region Sjællands Sygehusvæsen;;Fjordvej 15;4800;Nykøbing F;Sjælland
617611000016004;Psyk. Amb. 5, SL;Afsnit;Region Sjællands Sygehusvæsen;;Fælledvej 6;4200;Slagelse;Sjælland
617801000016002;Akutlægebiler og akutbiler;præhospitalsenhed;Præhospitalet;6610040;Olof Palmes Alle 34;8200;Aarhus N;Midtjylland
617841000016004;Ambulancer;præhospitalsenhed;Præhospitalet;6610050;Olof Palmes Alle 34;8200;Aarhus N;Midtjylland
618011000016007;Alb Ambulatorium for Biologisk Medicin;Afsnit;Aalborg Universitetshospital;;Hobrovej 18;9000;Aalborg;Nordjylland
618101000016006;Enhed for Specialundervisning og Beskæftigelse, Slagelse;handicap- og psykiatrienhed;Handicap og Psykiatri;;Nørrevangstorvet 6A;4200;Slagelse;Sjælland
618181000016003;OUH Gynækologisk Amb. CfV (Odense);Afsnit;Odense Universitetshospital - Svendborg;;Heden 18;5000;Odense C;Syddanmark
618321000016001;ROS Øjen Amb., Næstved;Afdeling;Region Sjællands Sygehusvæsen;3800C2E;Ringstedgade 61;4700;Næstved;Sjælland
618361000016007;Thy Mor/Barn Amb;Afsnit;Aalborg Universitetshospital, Thisted;;Højtoftevej 2;7700;Thisted;Nordjylland
618401000016000;Borger- og Socialservice;handicap- og psykiatrienhed;Borger- og Socialservice;;Trollesmindealle 27;3400;Hillerød;Hovedstaden
618841000016000;Thy Høreklinik Afdeling;Afdeling;Aalborg Universitetshospital;800123T;Højtoftevej 2;7700;Thisted;Nordjylland
618851000016002;Thy Høreklinik Thy-Mors;Afsnit;Aalborg Universitetshospital;;Højtoftevej 2;7700;Thisted;Nordjylland
618861000016004;SVS Medicinsk Diabetes/Hormon, Nyre og Diæt Afdeling;Overafdeling;Esbjerg Sygehus Grindsted Sygehus;;Finsensgade 35;6700;Esbjerg;Syddanmark
618951000016005;Frh Neurorehabilitering Amb;Afdeling;Regionshospital Nordjylland;8003287;Barfredsvej 83;9900;Frederikshavn;Nordjylland
618961000016008;Frh Neurorehabilitering Amb;Afsnit;Regionshospital Nordjylland;;Barfredsvej 83;9900;Frederikshavn;Nordjylland
618981000016001;ROS Palliativ Afd., Næstved;Afdeling;Region Sjællands Sygehusvæsen;3800A31;Ringstedgade 61;4700;Næstved;Sjælland
618991000016004;Palliativt Sengeafs., NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619011000016002;ROS Palliativt Team, Næstved;Afdeling;Region Sjællands Sygehusvæsen;3800A3E;Ringstedgade 61;4700;Næstved;Sjælland
619021000016006;Palliativt Team, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Herlufsvænge 14A;4700;Næstved;Sjælland
619031000016008;Palliativt Team, NFS;Afsnit;Region Sjællands Sygehusvæsen;;Ejegodvej 67;4800;Nykøbing F;Sjælland
619041000016001;Palliativt Team, SLA;Afsnit;Region Sjællands Sygehusvæsen;;Fælledvej 2E;4200;Slagelse;Sjælland
619051000016003;ROS Klin.Onkologisk Afd. Næstv;Afdeling;Region Sjællands Sygehusvæsen;3800A91;Ringstedgade 61;4700;Næstved;Sjælland
619061000016000;Klin. Onkol. Sengeafs. 12, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Rådmandsengen 8;4700;Næstved;Sjælland
619111000016001;ROS Klin.Onkologisk Amb. Næstv;Afdeling;Region Sjællands Sygehusvæsen;3800A9E;Ringstedgade 61;4700;Næstved;Sjælland
619121000016005;Klin. Onkol. Amb., NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61A;4700;Næstved;Sjælland
619141000016000;ROS Klin.Onk.Stråle Amb. Næstv;Afdeling;Region Sjællands Sygehusvæsen;3800A9R;Rådmandsengen 5;4700;Næstved;Sjælland
619151000016002;Klin. Onkol. Stråleterapi, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Rådmandsengen 5;4700;Næstved;Sjælland
619161000016004;ROS Urologisk Afd., Næstved;Afdeling;Region Sjællands Sygehusvæsen;3800B81;Ringstedgade 61;4700;Næstved;Sjælland
619181000016006;Urologisk Sengeafs. 6, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619191000016008;Urologisk OP-afsnit, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619201000016005;ROS Urologisk Amb., Næstved;Afdeling;Region Sjællands Sygehusvæsen;3800B8E;Ringstedgade 61;4700;Næstved;Sjælland
619211000016007;Urologisk Amb., NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619221000016003;Urologisk OP-afsnit, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619241000016008;ROS Øjen Afd., Næstved;Afdeling;Region Sjællands Sygehusvæsen;3800C21;Ringstedgade 37;4700;Næstved;Sjælland
619261000016009;Øjen Sengeafsnit, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619271000016004;Øjen OP-afsnit, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619281000016002;Øjen Amb., NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619291000016000;Øjen Amb. 19, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 35A;4700;Næstved;Sjælland
619301000016001;Øjen Amb.Diabetesscreen., NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619311000016004;Øjen Amb. OP-afsnit, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619321000016008;Øjen Amb. OP-afsnit, kld., NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619341000016003;Øjen Amb., Diabetes, NFS;Afsnit;Region Sjællands Sygehusvæsen;;Ejegodvej 47;4800;Nykøbing F;Sjælland
619351000016000;Socialrådgiver, NAE;Afsnit;Region Sjællands Sygehusvæsen;;Ringstedgade 61;4700;Næstved;Sjælland
619391000016006;Med. Amb. 140A, NFS;Afsnit;Region Sjællands Sygehusvæsen;;Fjordvej 17;4800;Nykøbing F;Sjælland
619401000016009;Med. Amb. 240A, NFS;Afsnit;Region Sjællands Sygehusvæsen;;Fjordvej 17;4800;Nykøbing F;Sjælland
619411000016006;Med. Diagnostisk Center, NFS;Afsnit;Region Sjællands Sygehusvæsen;;Fjordvej 15;4800;Nykøbing F;Sjælland
619421000016002;Med. Tværfaglig Enhed, NFS;Afsnit;Region Sjællands Sygehusvæsen;;Fjordvej 15;4800;Nykøbing F;Sjælland
619541000016006;Rusmiddelcenter Viborg - alkohol;center for misbrugsbehandling;Social, Sundhed og Omsorg;;Søndersøparken 7;8800;Viborg;Midtjylland
619551000016009;Rusmiddelcenter Viborg - stof;center for misbrugsbehandling;Social, Sundhed og Omsorg;;Søndersøparken 7;8800;Viborg;Midtjylland
619591000016003;Psykiatri - Bostøtte og botilbud, Viborg Kommune;handicap- og psykiatrienhed;Social, Sundhed og Omsorg;;Prinsens Alle 5;8800;Viborg;Midtjylland
619701000016002;OUH Hospitalskøkkenet (Odense);Afsnit;Odense Universitetshospital - Svendborg;;J.B. Winsløws Vej 4;5000;Odense C;Syddanmark
619711000016000;OUH Patient- og Pårørendeservice;Overafdeling;Odense Universitetshospital - Svendborg;;Kløvervænget 47;5000;Odense C;Syddanmark
619961000016001;Brø Mobilteam N3;Afsnit;Aalborg Universitetshospital, Psykiatri;;Hjørringvej 180;9700;Brønderslev;Nordjylland
620521000016000;Patienthotel PH101;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620691000016001;I Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620701000016001;G Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620711000016004;B Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620721000016008;R Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620731000016005;H Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620751000016000;D Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620761000016002;T Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620781000016009;V Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620791000016006;F Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Gentofte Hospitalsvej 3B;2900;Hellerup;Hovedstaden
620801000016005;S Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620811000016007;O Tilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
620831000016001;Diættilsyn;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
621341000016009;Urologisk sengeafsnit H-122GE;Afsnit;Herlev og Gentofte Hospital;;Gentofte Hospitalsvej 1A;2900;Hellerup;Hovedstaden
621491000016008;Alb Dagområde for Plastikkirurgi;Afdeling;Aalborg Universitetshospital;8001506;Hospitalsbyen 1;9260;Gistrup;Nordjylland
621501000016004;Alb Plastikkirurgisk Dagafsnit;Afsnit;Aalborg Universitetshospital;;Hospitalsbyen 1;9260;Gistrup;Nordjylland
622471000016003;Mave- og Tarmkirurgi Overafdeling;Overafdeling;Aarhus Universitetshospital;662046;Palle Juul-Jensens Boulevard 99;8200;Aarhus N;Midtjylland
622481000016001;Mave- og Tarmkirurgi Stationær;Afdeling;Aarhus Universitetshospital;6620461;Palle Juul-Jensens Boulevard 99;8200;Aarhus N;Midtjylland
622521000016001;Mave- og Tarmkirurgi Dagkirurgi;Afdeling;Aarhus Universitetshospital;6620466;Palle Juul-Jensens Boulevard 99;8200;Aarhus N;Midtjylland
622541000016006;Mave- og Tarmkirurgi Klinikker;Afdeling;Aarhus Universitetshospital;6620469;Palle Juul-Jensens Boulevard 99;8200;Aarhus N;Midtjylland
622571000016002;Brystklinikken;Afdeling;Aarhus Universitetshospital;6620238;Palle Juul-Jensens Boulevard 99;8200;Aarhus N;Midtjylland
622641000016005;Patienthotel PH101V Vugge;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
622651000016008;Dagkirurgisk afsnit IA54H1;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 21;2730;Herlev;Hovedstaden
622731000016006;Ernæring Overafdeling - Randers;Overafdeling;Regionshospitalet Randers;700523;Østervangsvej 70;8930;Randers NØ;Midtjylland
622741000016004;Ernæring - Randers;Afdeling;Regionshospitalet Randers;7005239;Østervangsvej 70;8930;Randers NØ;Midtjylland
622811000016008;Psyk. ECT Amb., RO;Afsnit;Region Sjællands Sygehusvæsen;;Smedegade 16;4000;Roskilde;Sjælland
622921000016007;Rusmiddelcenter - Ringkøbing-Skjern, Tarm;center for misbrugsbehandling;Sundhed og Omsorg;;Kirkegade 3;6880;Tarm;Midtjylland
623561000016001;Center for Børn og Voksne;handicap- og psykiatrienhed;Center for Børn og Voksne;;Slotsmarken 13;2970;Hørsholm;Hovedstaden
623571000016006;Socialpsykiatrisk Center Åstedet;handicap- og psykiatrienhed;Center for Børn og Voksne;;Gutfeldtsvej 4;2970;Hørsholm;Hovedstaden
624571000016008;SLB Medicinsk Daghospital (Vejle);Afdeling;Sygehus Lillebælt;600805D;Beriderbakken 4;7100;Vejle;Syddanmark
624581000016005;COP;Afsnit;Amager og Hvidovre Hospital;;Kettegård Alle 36;2650;Hvidovre;Hovedstaden
625211000016002;Brø Amb for Angst og Personlighed, Angst og Tvangssygdomme;Afsnit;Aalborg Universitetshospital, Psykiatri;;Hjørringvej 180;9700;Brønderslev;Nordjylland
625281000016007;OUH Urinvejskirurgisk Amb. OLAV (Odense);Afsnit;Odense Universitetshospital - Svendborg;;J.B. Winsløws Vej 4;5000;Odense C;Syddanmark
625291000016009;Blodbank;Afsnit;Amager og Hvidovre Hospital;;Kettegård Alle 36;2650;Hvidovre;Hovedstaden
625851000016002;OUH Kirurgisk Amb. OLAV (Odense);Afsnit;Odense Universitetshospital - Svendborg;;J.B. Winsløws Vej 4;5000;Odense C;Syddanmark
625901000016009;PCN, HI, Akut-team;Afsnit;Region Hovedstadens Psykiatri;;Dyrehavevej 48;3400;Hillerød;Hovedstaden
625911000016006;Ambulant funktion på akut modtageafsnit Glostrup;Afsnit;Region Hovedstadens Psykiatri;;Nordstjernevej 21;2600;Glostrup;Hovedstaden
626341000016004;Non Invasiv behandling, GE;Afsnit;Herlev og Gentofte Hospital;;Gentofte Hospitalsvej 4;2900;Hellerup;Hovedstaden
626351000016001;Non Invasiv Behandling, HE;Afsnit;Herlev og Gentofte Hospital;;Herlev Ringvej 75;2730;Herlev;Hovedstaden
626361000016003;COPGE, Centraloperation GE;Afsnit;Herlev og Gentofte Hospital;;Gentofte Hospitalsvej 1;2900;Hellerup;Hovedstaden
626381000016005;Barsel, sengeafsnit 1, vugge;Afsnit;Herlev og Gentofte Hospital;;Borgmester Ib Juuls Vej 1;2730;Herlev;Hovedstaden
626441000016008;ROS Hæmatologisk Amb., Nakskov;Afdeling;Region Sjællands Sygehusvæsen;3800A2E;Hoskiærsvej 17;4900;Nakskov;Sjælland
626451000016006;Gynækologisk sengeafsnit;Afsnit;Amager og Hvidovre Hospital;;Kettegård Alle 36;2650;Hvidovre;Hovedstaden
626561000016008;HI Forskning Overafdeling;Overafdeling;Hospitalerne i Nordsjælland;200006;Dyrehavevej 29;3400;Hillerød;Hovedstaden
626571000016003;HI Forskningsafdeling, Amb.;Afdeling;Hospitalerne i Nordsjælland;200006A;Dyrehavevej 29;3400;Hillerød;Hovedstaden
626591000016004;Forskningsafsnit HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
626601000016008;Hæmatologisk Amb., NAK;Afsnit;Region Sjællands Sygehusvæsen;;Hoskiærsvej 17;4900;Nakskov;Sjælland
626791000016008;Kl. Biokemisk afs. 0624 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
627051000016001;PSY Spiseforstyrrelsesteam (Esbjerg);Afsnit;Psykiatrien Region Syddanmark;;Gl Vardevej 101;6715;Esbjerg N;Syddanmark
627061000016003;PSY Mobilteam (Esbjerg);Afsnit;Psykiatrien Region Syddanmark;;Gl Vardevej 101;6715;Esbjerg N;Syddanmark
627071000016008;PSY Psykoseteam (Esbjerg);Afsnit;Psykiatrien Region Syddanmark;;Gl Vardevej 101;6715;Esbjerg N;Syddanmark
627121000016008;Nørmark Privathospital - Ishøj, reumatologisk afdeling;Overafdeling;Nørmark Privathospital;155605;Baldersbækvej 5;2635;Ishøj;Hovedstaden
627131000016005;Nørmark Privathospital - Ishøj, reumatologisk beh.afsnit;Afdeling;Nørmark Privathospital;1556050;Baldersbækvej 5;2635;Ishøj;Hovedstaden
627361000016000;Dansk Center for Partikelterapi Overafdeling;Overafdeling;Aarhus Universitetshospital;662048;Palle Juul-Jensens Boulevard 99;8200;Aarhus N;Midtjylland
627451000016008;Neuroanæstesiologisk Klinik, ANEU;Overafdeling;Rigshospitalet;130127;Blegdamsvej 9;2100;København Ø;Hovedstaden
627471000016001;Infektionsmedicin IR, Ambulato;Afdeling;Rigshospitalet;1301779;Blegdamsvej 9;2100;København Ø;Hovedstaden
627491000016002;Neuro. Klinik N, Epilepsiamb.;Afdeling;Rigshospitalet;1301226;Blegdamsvej 9;2100;København Ø;Hovedstaden
627501000016006;Neurologisk Klinik N, Neuromuskulært Ambulatorium;Afdeling;Rigshospitalet;130122M;Blegdamsvej 9;2100;København Ø;Hovedstaden
627531000016002;Ortopædkirurgisk Klinik U, Hel;Afdeling;Rigshospitalet;1301252;Blegdamsvej 9;2100;København Ø;Hovedstaden
627541000016009;Ortopædkir.Klin. U, H.kir.,Hel;Afdeling;Rigshospitalet;1301253;Blegdamsvej 9;2100;København Ø;Hovedstaden
627551000016007;Ortopædkir.Klin. U, B.Kir., Hel;Afdeling;Rigshospitalet;1301254;Blegdamsvej 9;2100;København Ø;Hovedstaden
627561000016005;Ortopædkir. Klin. U, Tum.Kir;Afdeling;Rigshospitalet;130125A;Blegdamsvej 9;2100;København Ø;Hovedstaden
627581000016003;Ortopædkir. Klin. U, Ryg.Kir.;Afdeling;Rigshospitalet;130125C;Blegdamsvej 9;2100;København Ø;Hovedstaden
627591000016001;Klinik for Plastikkirurgi PBB,;Afdeling;Rigshospitalet;1301661;Blegdamsvej 9;2100;København Ø;Hovedstaden
627601000016005;Klinik for Læbe-Gane Kirurgi P;Afdeling;Rigshospitalet;1301662;Blegdamsvej 9;2100;København Ø;Hovedstaden
627641000016008;Klinik for Plastikkirurgi og B;Afdeling;Rigshospitalet;1301669;Blegdamsvej 9;2100;København Ø;Hovedstaden
627851000016005;Handicap, Psykiatri og Misbrug;handicap- og psykiatrienhed;Handicap, Psykiatri og Misbrug;;Park Allé 160;2605;Brøndby;Hovedstaden
627861000016008;Myndighed - Handicap, Psykiatri og Misbrug, Brøndby Kommune;handicap- og psykiatrienhed;Handicap, Psykiatri og Misbrug;;Park Allé 160;2605;Brøndby;Hovedstaden
627881000016001;Behandlingscenter, Brøndby Kommune;center for misbrugsbehandling;Handicap, Psykiatri og Misbrug;;Horsedammen 42;2605;Brøndby;Hovedstaden
627931000016007;Ungdomsmodtagelsen;sundhedscenter;Sociale Service og Familier;;Vognmandsgade 12;3300;Frederiksværk;Hovedstaden
628041000016003;Odontologisk Videnscenter, Z A;Afdeling;Rigshospitalet;130139V;Blegdamsvej 9;2100;København Ø;Hovedstaden
628051000016000;Tand-, Mund-,Kæbekir.,Z,Heldøgn;Afdeling;Rigshospitalet;1301391;Blegdamsvej 9;2100;København Ø;Hovedstaden
628071000016007;Tand-, Mund-,Kæbekir. ,Z, Amb.;Afdeling;Rigshospitalet;1301399;Blegdamsvej 9;2100;København Ø;Hovedstaden
628081000016009;Øre-,Næse-,Halskir. Kli.f,Held;Afdeling;Rigshospitalet;1301261;Blegdamsvej 9;2100;København Ø;Hovedstaden
628091000016006;Øre-,Næse-,Halskir., f,Børn,Hel;Afdeling;Rigshospitalet;1301262;Blegdamsvej 9;2100;København Ø;Hovedstaden
628101000016000;Øre-,Næse-,Halskir., f, Amb.;Afdeling;Rigshospitalet;1301269;Blegdamsvej 9;2100;København Ø;Hovedstaden
